	GSM461182_untreat_single_featureCounts.counts	GSM461176_untreat_single_featureCounts.counts	GSM461177_untreat_paired_featureCounts.counts	GSM461178_untreat_paired_featureCounts.counts	GSM461179_treat_single_featureCounts.counts	GSM461180_treat_paired_featureCounts.counts	GSM461181_treat_paired_featureCounts.counts
FBti0059759	0	1.00192517906965	0	0	0.524432254862352	0	0
FBgn0039764	111.667113629499	156.300327934866	71.5558529451972	80.5392586136622	134.254657244762	67.2392796549636	62.809871915428
FBgn0038402	0	3.00577553720895	1.55556202054777	0	2.09772901944941	0	3.69469834796635
FBgn0039286	2.50001000663058	2.0038503581393	0	0	0	0	0
FBgn0038183	250.001000663058	239.460117797647	234.889865102713	246.17660180025	237.567811452645	218.154107324993	241.386958733802
FBti0020295	2.50001000663058	1.50288776860448	0	1.51960865308797	2.09772901944941	1.49420621455475	0
FBgn0038412	5.00002001326116	4.0077007162786	0	3.03921730617593	3.14659352917411	0	8.62096281192149
FBgn0038806	261.667714027334	244.469743692995	262.889981472572	273.529557555834	209.772901944941	301.829655340059	263.5551488216
FBgn0022943	287.501150762517	275.028461654619	269.112229554764	288.725644086713	283.717849880532	310.794892627387	315.280925693129
FBti0062394	0	0	0	0	0.524432254862352	0	0
FBgn0005585	17725.9042836797	18899.3146527908	18974.7455266417	21578.4428738491	20347.9714886592	23852.0138029374	25803.773262197
FBtr0472827_df_nrg	0	0	0	0	0	0	0
FBgn0040212	592.502371571447	444.35381691739	558.446765376648	489.313986294325	568.484564270789	561.821536672584	609.625227414448
FBgn0053189	3.33334667550744	4.50866330581343	9.3333721232866	4.5588259592639	7.86648382293527	4.48261864366424	1.23156611598878
FBgn0040551	40.0001601060893	24.0462042976716	17.1111822260254	25.8333471024954	38.807986859814	26.8957118619854	20.9366239718093
FBgn0064119	0	0	0	0	0	0	0
FBgn0261885	9949.20648972083	11249.615910594	14149.3921389025	10252.7995823845	9515.82326447737	12400.4173745898	11266.3668290654
FBgn0039494	2318.34261281542	2156.64394794742	2688.01117150654	2782.40344380406	1475.2279329278	1990.28267778692	2252.53442614349
FBgn0039591	2.50001000663058	1.00192517906965	6.22224808219107	0	1.57329676458705	0	0
FBgn0051228	0	0	0	0	0	0	0
FBgn0267770	0	0	0	0	0	0	0
FBgn0037955	670.002681776995	660.769655596435	684.447289041017	721.814110216784	642.429512206381	642.508672258541	752.486896869147
FBgn0011701	0.83333666887686	4.0077007162786	1.55556202054777	1.51960865308797	6.29318705834822	0	2.46313223197757
FBgn0086253	660.83597841935	602.15703262086	633.113742362941	597.20620066357	726.338672984357	820.319211790555	869.485677888082
FBgn0265161	0	1.00192517906965	0	1.51960865308797	1.57329676458705	0	0
FBgn0038498	0	3.00577553720895	0	0	1.0488645097247	4.48261864366424	0
FBgn0267819	2.50001000663058	3.00577553720895	1.55556202054777	1.51960865308797	4.71989029376116	0	1.23156611598878
FBgn0019940	0	0.500962589534826	1.55556202054777	0	1.0488645097247	1.49420621455475	1.23156611598878
FBgn0037985	0.83333666887686	3.00577553720895	1.55556202054777	0	4.71989029376116	0	0
FBti0020312	4.1666833443843	3.50673812674378	0	1.51960865308797	3.14659352917411	1.49420621455475	0
FBgn0261987	4.1666833443843	3.50673812674378	6.22224808219107	4.5588259592639	4.19545803889881	5.97682485821898	4.92626446395514
FBgn0039297	4.1666833443843	8.51636402209203	4.6666860616433	18.2353038370556	7.34205156807292	7.47103107277373	11.0840950438991
FBti0019299	19.1667433841678	9.01732661162686	14.0000581849299	12.1568692247037	11.5375096069717	19.4246807892117	3.69469834796635
FBgn0038592	2.50001000663058	5.51058848488308	4.6666860616433	3.03921730617593	3.14659352917411	2.98841242910949	2.46313223197757
FBgn0063127	0	0.500962589534826	0	0	0	0	0
FBtr0309683_df_nrg	0	0	0	0	0	0	0
FBgn0038257	10.0000400265223	13.0250273279055	10.8889341438344	21.2745211432315	11.0130773521094	11.953649716438	22.1681900877981
FBgn0263453	0	0	0	0	0	0	0
FBti0019283	0.83333666887686	0.500962589534826	0	0	0	0	0
FBgn0264841	0	0	0	0	0	0	0
FBgn0015240	602.50241159797	559.5752125104	588.002443767056	583.529722785779	434.754339280889	482.628607301183	497.552710859469
FBgn0039436	0	0	0	0	0	0	0
FBgn0082923	1.66667333775372	2.0038503581393	0	0	2.62216127431176	1.49420621455475	0
FBgn0266233	0	0	0	0	1.57329676458705	1.49420621455475	0
FBgn0261261	1405.83896039526	1117.6475372522	1435.78374496559	1250.6379214914	913.036555715354	1140.07934170527	1006.18951676284
FBgn0038505	0	0.500962589534826	0	0	1.57329676458705	0	0
FBgn0039109	663.33598842598	586.126229755746	631.558180342393	585.049331438867	240.714404981819	224.130932183212	261.092016589622
FBgn0051580	0	0	0	0	0	0	0
FBgn0027563	15.0000600397835	12.5240647383706	14.0000581849299	18.2353038370556	15.7329676458705	10.4594435018832	14.7787933918654
FBti0063873	2.50001000663058	1.00192517906965	4.6666860616433	3.03921730617593	0	0	0
FBgn0004387	2425.84304310054	2224.77486012416	2554.23283773943	2250.54041522328	1701.78266702833	1964.88117213949	1936.02193433437
FBgn0265068	9.16670335764546	14.0269525069751	23.3334303082165	13.6764778777917	17.3062644104576	14.9420621455475	9.85252892791027
FBgn0038422	1.66667333775372	2.0038503581393	0	0	1.0488645097247	1.49420621455475	1.23156611598878
FBgn0038195	1810.84058146942	1914.17805461257	1614.67337732858	1670.04990974367	1821.87765339181	1682.47619758864	1630.59353756915
FBgn0262477	0.83333666887686	2.50481294767413	1.55556202054777	0	1.0488645097247	1.49420621455475	0
FBti0060339	0	0	0	0	0	0	0
FBgn0039543	369.168144312449	333.140122040659	378.001570993107	369.264902700376	329.867888308419	394.470440642453	447.058500103929
FBgn0020018	215.834197239107	229.44086600695	206.889748732853	264.411905637306	226.030301845674	295.85283048184	317.744057925106
FBgn0002869	0	0	0	0	0	0	0
FBgn0267435	56.6668934836265	63.121286281388	60.6669188013629	54.7059115111668	57.1631157799963	68.7334858695183	62.809871915428
FBgn0012026	0	0	0	0	0	0	0
FBgn0014366	538.335488094451	573.10120242784	564.669013458839	578.970896826515	584.21753191666	606.647723109227	554.204752194953
FBgn0037305	581.668994876048	457.879806834831	441.779613835566	595.686592010482	630.367570344547	536.420031025154	602.235830718515
FBgn0037670	92.5003702453314	141.271450248821	85.5559111301271	104.85299706307	150.512057145495	88.15816665873	81.2833636552597
FBgn0038469	15.8333967086603	13.0250273279055	6.22224808219107	13.6764778777917	14.1596708812835	7.47103107277373	8.62096281192149
FBgn0037923	40.8334967749661	30.0577553720895	32.6668024315031	30.3921730617593	48.2477674473364	41.8377740075329	50.4942107555402
FBgn0037418	0	0	0	0	1.57329676458705	0	0
FBgn0264912	3.33334667550744	1.50288776860448	4.6666860616433	3.03921730617593	3.67102578403646	0	4.92626446395514
FBgn0037708	101.667073602977	90.1732661162686	65.3336048630062	85.0980845729261	110.655205775956	77.6987231568468	82.5149297712485
FBgn0038589	0	0	0	0	0	0	0
FBgn0040078	997.503992645601	695.336074274338	765.336514109501	857.059280341612	781.928491999766	963.763008387811	963.084702703229
FBgn0266446	4.1666833443843	5.00962589534826	6.22224808219107	4.5588259592639	2.09772901944941	5.97682485821898	3.69469834796635
FBgn0038165	5.83335668213802	4.0077007162786	1.55556202054777	3.03921730617593	6.29318705834822	0	3.69469834796635
FBti0063928	0	0	0	0	0	0	0
FBgn0037668	0.83333666887686	1.50288776860448	3.11112404109553	3.03921730617593	2.62216127431176	1.49420621455475	2.46313223197757
FBgn0266717	9473.37125179214	8458.252361706	9551.15080616328	7914.12186528212	7908.43840332426	8334.68226478637	7193.57768349049
FBgn0039026	3013.34539465872	3165.08164068103	3619.79282181465	2982.99178601168	2190.02909630518	2547.62159581584	2487.76355429734
FBgn0039332	0	3.50673812674378	4.6666860616433	6.07843461235186	4.19545803889881	1.49420621455475	1.23156611598878
FBgn0039635	1884.17420833058	1649.66980733818	1960.00814589019	2104.65798452683	1384.50115283661	1955.91593485216	1986.51614508991
FBgn0037786	0	0	0	0	1.0488645097247	0	0
FBgn0278600	0	0	0	0	0.524432254862352	0	0
RR48332_transposable_element	60.8335768280108	26.5510172453458	32.6668024315031	66.8627807358705	35.1369610757776	59.7682485821898	68.9677024953719
FBgn0038029	0	1.00192517906965	0	0	1.0488645097247	0	0
FBgn0038755	182.500730484032	223.429314932532	230.223179041069	206.666776819963	237.567811452645	216.659901110438	241.386958733802
FBtr0309593_df_nrg	0	0	0	0	0	0	0
FBgn0260440	33.3334667550744	47.0904834162736	31.1112404109553	39.5098249802871	26.7460449979799	25.4015056474307	32.0207190157084
FBgn0037666	0	1.00192517906965	0	0	0	0	0
FBti0059824	0	0	0	0	0	0	0
FBgn0038744	49.1668634637347	47.5914460058084	38.8890505136942	48.6274768988149	24.1238837236682	20.9188870037664	29.5575867837308
FBgn0267204	0	1.50288776860448	0	0	2.62216127431176	0	0
FBgn0038157	0	1.00192517906965	1.55556202054777	0	0.524432254862352	0	0
FBgn0026315	1286.67181674587	1323.54316155101	1143.33808510261	1168.57905422465	1243.9533085335	971.234039460585	932.29554980351
FBgn0003651	0.83333666887686	5.51058848488308	0	0	6.81761931321057	0	0
FBgn0043853	5.83335668213802	13.0250273279055	15.5556202054777	3.03921730617593	14.6841031361458	10.4594435018832	9.85252892791027
FBti0019396	0.83333666887686	0.500962589534826	0	0	1.0488645097247	1.49420621455475	0
FBgn0085391	2.50001000663058	15.0288776860448	3.11112404109553	0	4.19545803889881	2.98841242910949	0
FBgn0038170	6.66669335101488	10.0192517906965	3.11112404109553	13.6764778777917	7.34205156807292	4.48261864366424	11.0840950438991
FBgn0005649	2352.50941623937	2432.67433478111	2655.34436907504	2268.77571906033	2594.89079705892	2735.89157884974	2629.39365763605
FBti0062875	7.50003001989174	42.0808575209253	35.7779264725986	21.2745211432315	41.9545803889881	14.9420621455475	17.241925623843
FBgn0039536	13.3333867020298	19.0365784023234	15.5556202054777	6.07843461235186	9.96421284238468	7.47103107277373	7.3893966959327
FBgn0283562	0	0	0	0	0	0	0
FBgn0266734	0.83333666887686	1.00192517906965	0	0	0.524432254862352	0	0
FBgn0037307	3.33334667550744	7.01347625348756	1.55556202054777	3.03921730617593	2.62216127431176	4.48261864366424	6.15783057994392
FBgn0262559	2444.17644981583	2003.8503581393	2530.89940743122	2565.09940641249	1920.99534956079	2221.88464104291	2184.7982897641
FBgn0037326	0.83333666887686	7.01347625348756	0	0	8.39091607779763	1.49420621455475	1.23156611598878
FBgn0039796	0	0.500962589534826	0	0	1.0488645097247	0	0
FBgn0038007	0	0	0	0	0	0	0
FBti0020313	0	0	0	0	0.524432254862352	0	0
FBgn0037377	397.501591054262	357.687288927865	412.223935445158	434.608074783158	341.929830170253	358.609491493139	342.375380244882
FBti0063296	0	1.00192517906965	0	0	1.0488645097247	0	0
FBgn0262420	0	0	0	0	0	0	0
FBgn0037743	505.002021339377	525.509756422032	482.224226369808	472.598291110357	575.826615838862	494.582257017621	525.878731527211
FBgn0267702	24.1667633974289	28.5548676034851	28.0001163698598	28.8725644086713	27.7949095077046	29.8841242910949	20.9366239718093
FBgn0039431	2805.01122743951	3149.05083781591	3142.23528150649	2411.6189324506	3040.65821369191	2345.90375685095	2360.9122443505
FBgn0038475	366.668134305818	394.257557963908	401.335001301324	420.931596905366	411.154887812084	401.941471715227	432.279706712063
FBgn0263404	0	0	0	0	0	0	0
FBgn0038132	0	0.500962589534826	0	0	0.524432254862352	0	0
FBgn0262424	0	0	0	0	0	0	0
FBgn0039264	4.1666833443843	3.50673812674378	4.6666860616433	6.07843461235186	4.19545803889881	2.98841242910949	2.46313223197757
FBgn0263117	0	0.500962589534826	0	0	2.09772901944941	0	1.23156611598878
FBgn0039240	1115.00446295724	1067.05031570918	1152.67145722589	1085.00057830481	889.961536501411	1075.82847447942	1131.80926059369
FBgn0051002	1.66667333775372	1.50288776860448	0	3.03921730617593	1.57329676458705	0	0
FBti0020323	0.83333666887686	0.500962589534826	0	0	0	0	0
FBgn0264904	6.66669335101488	9.51828920116169	10.8889341438344	16.7156951839676	15.7329676458705	2.98841242910949	6.15783057994392
FBgn0037815	167.500670444249	168.824392673236	143.111705890394	159.558908574236	176.20923763375	162.868477386467	167.492991774475
FBti0061907	0	0	0	0	0	0	0
FBgn0265422	0	0	0	0	0	0	0
FBti0019405	50.8335368014884	25.0481294767413	31.1112404109553	75.9804326543983	92.8245091106362	170.339508459241	25.8628884357645
FBgn0039804	899.170265718132	1067.55127829871	1174.44932551356	1057.64762254922	745.742666414264	747.103107277373	851.01218614825
FBgn0086134	1747.50699463477	1403.69717587658	1361.1167679793	1537.84395692502	1633.08204164136	1721.32555916707	1673.69835162876
FBgn0027570	27.5001100729364	27.0519798348806	45.1112985958852	34.9509990210232	18.8795611750447	13.4478559309927	17.241925623843
FBgn0085309	0	0	0	0	0	0	0
FBgn0037933	228.33424727226	215.91487608951	172.667384280802	197.549124901435	220.261547042188	165.856889815577	179.808652934362
FBgn0037299	421.668354451691	479.922160774363	468.224168184878	530.3434199277	455.207197220521	413.895121431665	469.226690191727
FBgn0037912	11.666713364276	32.5625683197637	31.1112404109553	24.3137384494074	17.83069666532	10.4594435018832	16.0103595078542
FBgn0037279	1301.67187678565	999.420366121977	1050.00436386974	989.265233160265	1088.19692883938	986.176101606132	870.71724400407
FBgn0038145	5989.19063921799	7322.57017123055	6488.24918770473	6739.46437644513	5165.1332781393	5423.96855883373	5891.81229889034
FBti0019415	0	0.500962589534826	0	3.03921730617593	0.524432254862352	0	0
FBgn0267568	10.8333766953992	5.00962589534826	12.4444961643821	3.03921730617593	11.5375096069717	5.97682485821898	7.3893966959327
FBgn0053293	2.50001000663058	4.50866330581343	6.22224808219107	15.1960865308797	5.76875480348587	2.98841242910949	2.46313223197757
FBti0063104	0.83333666887686	0	0	0	0	0	0
FBgn0266742	0	1.50288776860448	4.6666860616433	1.51960865308797	5.24432254862352	8.96523728732847	3.69469834796635
FBgn0038740	10.8333766953992	7.01347625348756	6.22224808219107	4.5588259592639	9.96421284238468	4.48261864366424	9.85252892791027
FBgn0267138	0	3.50673812674378	6.22224808219107	1.51960865308797	3.14659352917411	0	2.46313223197757
FBgn0001297	11070.8776460291	13317.0885176043	14076.2807239367	11590.0551971019	9067.43368657006	9491.19787485174	9444.88054351799
FBgn0039821	0.83333666887686	5.00962589534826	3.11112404109553	3.03921730617593	8.39091607779763	4.48261864366424	0
FBgn0028968	3540.84750605778	2848.97424668455	3526.45910058179	3660.73724528891	2742.25626067524	3409.77858161393	3493.95307106018
FBgn0013767	0.83333666887686	0	0	1.51960865308797	2.09772901944941	2.98841242910949	1.23156611598878
FBgn0265163	0	0	0	0	0	0	0
FBgn0040582	0	1.00192517906965	1.55556202054777	0	0	0	1.23156611598878
FBgn0038390	197.500790523816	169.826317852306	171.111822260254	174.754995105116	182.502424692098	162.868477386467	157.640462846564
FBgn0038847	0	0.500962589534826	0	0	2.09772901944941	0	0
FBti0019362	5.00002001326116	2.50481294767413	6.22224808219107	4.5588259592639	3.14659352917411	0	2.46313223197757
FBgn0264827	0	0	0	0	1.0488645097247	0	0
FBgn0003512	866.670135631934	835.104636754554	1034.44874366426	1091.07901291716	743.120505139952	1025.02546318456	1038.21023577854
FBgn0286880	0.83333666887686	0	1.55556202054777	1.51960865308797	0.524432254862352	0	0
FBgn0024909	300.834537464546	318.111244354614	264.44554349312	308.480556576857	285.291146645119	248.038231616088	247.544789313746
FBgn0262983	5.83335668213802	12.0231021488358	4.6666860616433	9.11765191852779	11.0130773521094	2.98841242910949	6.15783057994392
FBgn0038450	0	0.500962589534826	0	0	2.09772901944941	1.49420621455475	0
FBgn0051438	0	0	0	0	0	0	0
FBgn0051091	0	0.500962589534826	0	0	2.62216127431176	1.49420621455475	0
FBgn0065105	3.33334667550744	2.0038503581393	1.55556202054777	0	5.76875480348587	0	0
FBgn0038866	33.3334667550744	42.5818201104602	40.4446125342419	39.5098249802871	54.5409545056846	31.3783305056497	35.7154173636747
FBti0019297	0	3.00577553720895	0	0	0.524432254862352	0	0
FBti0019431	0	1.50288776860448	3.11112404109553	0	2.62216127431176	2.98841242910949	1.23156611598878
FBgn0263484	2.50001000663058	0	0	0	1.57329676458705	0	0
FBti0063753	0	0.500962589534826	0	0	0.524432254862352	0	0
FBti0020335	0	0	0	0	0	0	0
FBgn0038894	10.0000400265223	8.51636402209203	7.77781010273883	19.7549124901435	5.76875480348587	4.48261864366424	8.62096281192149
FBgn0039876	222.500890590122	192.369634381373	202.22306267121	179.31382106438	300.499682036127	282.404974550847	323.90188850505
FBgn0022344	448.33512785575	409.787398239487	416.890621506801	477.157117069621	424.265694183642	446.767658151869	435.97440506003
FBgn0038550	1.66667333775372	2.50481294767413	1.55556202054777	1.51960865308797	5.24432254862352	4.48261864366424	1.23156611598878
FBgn0266228	0	0.500962589534826	0	0	0	0	0
